Date ,RowNum,Num,Rep,RowNumNumRep,Treatment,stem1_length,stem2_length,stem1_leafnum,stem2_leafnum,stem1_percflow,stem2_percflow,stem1_caps,stem2_caps,moist_1,moist_2,moist_3,stem1_bagbuds,stem2_bagbuds,stem1_vFcount,stem2_vFcount,stem1_vFexpec,stem2_vFexpec,notes,,
9/12/2016,20,2,R4,20.2.R4,Chamber 5,35.54,188.66,5,8,0,0,0,0,7.2,7.2,6.1,,,,,,,,,
9/12/2016,20,5,R3,20.5.R3,Chamber 3,31.94,65.61,5,5,0,0,0,0,14.1,14.9,14.6,,,,,,,,,
9/12/2016,38,7,R2,38.7.R2,Chamber 5,58.06,155.07,5,7,0,0,0,0,7.1,8.3,7.9,,,,,,,,,
9/12/2016,38,7,R3,38.7.R3,Chamber 4,114.58,204.19,6,8,0,0,0,0,10.4,8.5,8.7,,,,,,,,,
9/12/2016,38,7,R4,38.7.R4,Chamber 3,61.23,124.4,4,7,0,0,0,0,13.5,12.2,14.7,,,,,,,,,
9/12/2016,38,7,R5,38.7.R5,Chamber 2,169.4,,6,,0,,0,,12.2,11.8,12.5,,,,,,,,,
9/12/2016,38,7,R6,38.7.R6,Chamber 1,123.4,,6,,0,,0,,9.3,9.9,11,,,,,,,,,
9/14/2016,13,3,R4,13.3.R4,Chamber 2,128.44,135.52,6,6,0,0,0,0,12.1,11.9,10.8,,,,,,,,,
9/14/2016,13,3,R5,13.3.R5,Chamber 4,254.79,,8,,0,,0,,15,14.8,15.7,,,,,,,,,
9/14/2016,14,1,R3,14.1.R3,Chamber 1,209.64,,9,,0,,0,,13.5,13.3,14.9,,,,,,,,,
9/14/2016,16,1,R1,16.1.R1,Chamber 5,52.79,155.08,6,7,0,0,0,0,11.7,10.4,12.2,,,,,,,,,
9/14/2016,16,1,R4,16.1.R4,Chamber 4,102.48,,7,,0,,0,,15,15.7,13.5,,,,,,,,,
9/14/2016,16,1,R7,16.1.R7,Chamber 2,20.32,122.31,4,8,0,0,0,0,15.1,15.3,16.1,,,,,,,,,
9/14/2016,18,5,R1,18.5.R1,Chamber 3,189.31,310.16,8,10,0,0,0,0,13.6,14.5,13.8,,,,,,,,,
9/14/2016,18,5,R4,18.5.R4,Chamber 3,412.66,,10,,0,,0,,14.6,14.7,16,,,,,,,,,
9/14/2016,18,5,R5,18.5.R5,Chamber 3,0,230.45,0,9,0,0,0,0,12.6,12.2,11.8,,,,,,,,,
9/14/2016,18,5,R8,18.5.R8,Chamber 1,355.16,,10,,0,,0,,14.9,15.5,15.5,,,,,,,,,
9/14/2016,19,9,R3,19.9.R3,Chamber 4,106.69,253.91,5,9,0,0,0,0,16.3,16.6,15,,,,,,,,,
9/14/2016,20,2,R1,20.2.R1,Chamber 5,57.38,162.75,5,9,0,0,0,0,18.1,18.1,18.6,,,,,,,,,
9/14/2016,20,2,R4,20.2.R4,Chamber 5,36.21,193.78,5,9,0,0,0,0,13.6,11.5,12.4,,,,,,,,,
9/14/2016,20,2,R5,20.2.R5,Chamber 4,205.5,,8,,0,,0,,11.3,10.9,11.3,,,,,,,,,
9/14/2016,20,5,R3,20.5.R3,Chamber 3,32,71.56,5,6,0,0,0,0,14.3,13.2,11.6,,,,,,,,,
9/14/2016,38,7,R2,38.7.R2,Chamber 5,65.39,170.91,5,7,0,0,0,0,14.6,12.5,14.8,,,,,,,,,
9/14/2016,38,7,R3,38.7.R3,Chamber 4,121.88,208.09,6,8,0,0,0,0,12.5,11.6,12.1,,,,,,,,,
9/14/2016,38,7,R4,38.7.R4,Chamber 3,64.67,126.53,5,8,0,0,0,0,17.5,18.6,14.9,,,,,,,,,
9/14/2016,38,7,R5,38.7.R5,Chamber 2,171.05,,7,,0,,0,,15.2,15.2,14.7,,,,,,,,,
9/14/2016,38,7,R6,38.7.R6,Chamber 1,123.68,,7,,0,,0,,16.9,20.1,15.7,,,,,,,,,
9/16/2016,13,3,R4,13.3.R4,Chamber 2,128.87,141.14,7,6,0,0,0,0,13.2,13.7,15.7,,,,,,,,,
9/16/2016,13,3,R5,13.3.R5,Chamber 4,282.05,,9,,0,,0,,18.2,19.6,19.3,,,,,,,,,
9/16/2016,14,1,R3,14.1.R3,Chamber 1,235.06,,9,,0,,0,,17,19.3,16.6,,,,,,,,,
9/16/2016,16,1,R1,16.1.R1,Chamber 5,77.14,164.28,6,7,0,0,0,0,20.4,18.3,19.4,,,,,,,,,
9/16/2016,16,1,R4,16.1.R4,Chamber 4,105.45,,7,,0,,0,,17.1,16.5,17.7,,,,,,,,,
9/16/2016,16,1,R7,16.1.R7,Chamber 2,29.83,143.5,4,8,0,0,0,0,14.6,16.3,16.5,,,,,,,,,
9/16/2016,18,5,R1,18.5.R1,Chamber 3,192.84,319.9,9,10,0,0,0,0,18.4,16.1,18.1,,,,,,,,,
9/16/2016,18,5,R4,18.5.R4,Chamber 3,463.76,,10,,0,,0,,16.7,15.5,16.6,,,,,,,,,
9/16/2016,18,5,R5,18.5.R5,Chamber 3,0,281.28,0,10,0,0,0,0,15.9,14.7,17.3,,,,,,,,,
9/16/2016,18,5,R7,18.5.R7,Chamber 2,152.6,184.1,6,9,0,0,0,0,12.7,15.5,13,,,,,,,,,
9/16/2016,18,5,R8,18.5.R8,Chamber 1,371.25,,10,,0,,0,,17.2,17.7,16.8,,,,,,,,,
9/16/2016,19,9,R3,19.9.R3,Chamber 4,123.24,279.98,6,9,0,0,0,0,19.4,19.1,15.8,,,,,,,,,
9/16/2016,20,2,R1,20.2.R1,Chamber 5,57.61,189.7,5,9,0,0,0,0,18.6,22.5,18.2,,,,,,,,,
9/16/2016,20,2,R4,20.2.R4,Chamber 5,38.54,196.03,5,9,0,0,0,0,18.4,16,18.9,,,,,,,,,
9/16/2016,20,2,R5,20.2.R5,Chamber 4,227.62,,9,,0,,0,,17,17.7,18.2,,,,,,,,,
9/16/2016,20,5,R3,20.5.R3,Chamber 3,32.67,80.17,5,7,0,0,0,0,16.1,15.6,16.3,,,,,,,,,
9/16/2016,35,3,R6,35.3.R6,Chamber 3,226.93,,9,,0,,0,,12.8,18.5,16.7,,,,,,,,,
9/16/2016,38,7,R2,38.7.R2,Chamber 5,81.31,171.49,6,7,0,0,0,0,19.7,16,18.2,,,,,,,,,
9/16/2016,38,7,R3,38.7.R3,Chamber 4,134.22,215.53,7,9,0,0,0,0,15.4,19.4,15.5,,,,,,,,,
9/16/2016,38,7,R4,38.7.R4,Chamber 3,65.7,128.36,5,8,0,0,0,0,18.8,19.9,19.1,,,,,,,,,
9/16/2016,38,7,R5,38.7.R5,Chamber 2,183.86,,8,,0,,0,,13.4,12.6,11,,,,,,,,,
9/16/2016,38,7,R6,38.7.R6,Chamber 1,128.34,,7,,0,,0,,17.4,18,19.9,,,,,,,,,
9/19/2016,13,3,R4,13.3.R4,Chamber 2,130.96,147.31,7,7,0,0,0,0,15.3,14.3,15.3,,,,,,,,,
9/19/2016,13,3,R5,13.3.R5,Chamber 4,297.52,,10,,0,,0,,23.6,19.8,20.9,,,,,,,,,
9/19/2016,14,1,R3,14.1.R3,Chamber 1,245.12,,10,,0,,0,,14.9,17,16.8,,,,,,,,,
9/19/2016,16,1,R1,16.1.R1,Chamber 5,78.63,167.27,6,8,0,0,0,0,20.1,19.5,20.1,,,,,,,,,
9/19/2016,16,1,R3,16.1.R3,Chamber 1,115.53,331.13,7,10,0,0,0,0,13,12.1,15.4,,,,,,,,,
9/19/2016,16,1,R4,16.1.R4,Chamber 4,118.04,,8,,0,,0,,21.6,17.5,19.4,,,,,,,,,
9/19/2016,16,1,R7,16.1.R7,Chamber 2,37.71,165.11,4,9,0,0,0,0,19.4,17.3,16.9,,,,,,,,,
9/19/2016,18,5,R1,18.5.R1,Chamber 3,202.6,321.56,9,10,0,0,0,0,11.5,14.1,13.6,,,,,,,,,
9/19/2016,18,5,R4,18.5.R4,Chamber 3,470.18,,10,,0,,0,,13,13.5,11.8,,,,,,,,,
9/19/2016,18,5,R5,18.5.R5,Chamber 3,0,290.77,0,10,0,0,0,0,13.7,13.7,14.7,,,,,,,,,
9/19/2016,18,5,R7,18.5.R7,Chamber 2,153.65,188.88,6,9,0,0,0,0,15.8,15,15.6,,,,,,,"leaf damage, photos in google drive folder ""heattolerance>experiment""",,
9/19/2016,18,5,R8,18.5.R8,Chamber 1,372.23,,10,,0,,0,,13.2,16.3,14.2,,,,,,,,,
9/19/2016,19,9,R3,19.9.R3,Chamber 4,139.49,331.12,7,10,0,0,0,0,17.9,18.9,19,,,,,,,,,
9/19/2016,20,2,R1,20.2.R1,Chamber 5,59.33,196.19,5,9,0,0,0,0,18.9,18.7,19,,,,,,,,,
9/19/2016,20,2,R4,20.2.R4,Chamber 5,41.11,209.38,5,9,0,1,0,9,18.1,18.5,22.4,,,,,,,,,
9/19/2016,20,2,R5,20.2.R5,Chamber 4,249.21,,9,,0,,0,,19.5,18.7,18.3,,,,,,,,,
9/19/2016,20,5,R3,20.5.R3,Chamber 3,33.17,118.44,5,7,0,0,0,0,13.3,13,14,,,,,,,,,
9/19/2016,35,3,R6,35.3.R6,Chamber 3,297.96,,9,,0,,0,,12,11.4,13.2,,,,,,,,,
9/19/2016,38,7,R2,38.7.R2,Chamber 5,116.12,175.86,8,8,0,0,0,0,15.7,17.9,15.1,,,,,,,,,
9/19/2016,38,7,R3,38.7.R3,Chamber 4,151.33,228.06,9,10,0,2,0,3,19.4,17.4,19.5,,10,,,,,,,
9/19/2016,38,7,R4,38.7.R4,Chamber 3,67.21,128.37,5,8,0,8,0,6,15.2,15,17,,,,,,,,,
9/19/2016,38,7,R5,38.7.R5,Chamber 2,228.68,,10,,0,,0,,16.9,17.3,16.9,,,,,,,,,
9/19/2016,38,7,R6,38.7.R6,Chamber 1,129.51,,7,,0,,0,,17,14.6,17.7,,,,,,,,,
9/21/2016,13,3,R4,13.3.R4,Chamber 2,132.88,148.32,7,7,0,0,0,0,13,13.5,15,,,,,,,,,
9/21/2016,13,3,R5,13.3.R5,Chamber 4,298.19,,10,,0,,0,,18.3,18.8,19.1,,,27,,46,,,,
9/21/2016,14,1,R3,14.1.R3,Chamber 1,251.66,,10,,0,,0,,15.2,15.1,15.5,,,,,,,,,
9/21/2016,16,1,R1,16.1.R1,Chamber 5,78.68,174.49,6,8,0,0,0,0,10.8,13.3,10.9,,,,21,,34,,,
9/21/2016,16,1,R3,16.1.R3,Chamber 1,120.88,344.88,7,10,0,0,0,0,11.1,13,11.6,,,,,,,,,
9/21/2016,16,1,R4,16.1.R4,Chamber 4,136.91,,9,,0,,0,,17.5,16.6,16,,,14,,16,,,,
9/21/2016,16,1,R7,16.1.R7,Chamber 2,43.17,184.15,5,10,0,0,0,0,17.1,16.2,17,,,,32,,67,,,
9/21/2016,18,5,R1,18.5.R1,Chamber 3,232.35,366.72,10,10,0,4,0,7,17,18.1,18.5,,2,,,,,,,
9/21/2016,18,5,R4,18.5.R4,Chamber 3,479.15,,10,,0,,0,,9.4,11.2,9.7,,,33,,57,,,,
9/21/2016,18,5,R5,18.5.R5,Chamber 3,0,299.48,0,10,0,0,0,0,11.5,11.9,13.6,,,56,,111,,,,
9/21/2016,18,5,R7,18.5.R7,Chamber 2,154.71,188.98,6,10,0,0,0,0,11,13.1,13.9,,,,,,,,,
9/21/2016,18,5,R8,18.5.R8,Chamber 1,380.4,,10,,0,,0,,15.3,15.3,15.9,,,,,,,,,
9/21/2016,19,9,R3,19.9.R3,Chamber 4,143.49,331.41,7,10,0,0,0,0,14.6,15.6,13.4,,,,59,,117,,,
9/21/2016,20,2,R1,20.2.R1,Chamber 5,61.46,199.65,5,9,0,0,0,0,15.3,16.7,16.5,,,,33,,57,,,
9/21/2016,20,2,R4,20.2.R4,Chamber 5,41.35,212.13,5,9,0,5,0,18,12.9,11.8,11.9,,,,146,,323,,,
9/21/2016,20,2,R5,20.2.R5,Chamber 4,258.24,,9,,0,,0,,13.9,11.2,14,,,51,,98,,,,
9/21/2016,20,5,R3,20.5.R3,Chamber 3,37.31,147.64,5,10,0,0,0,0,12,11.2,11.4,,,,22,,33,,,
9/21/2016,22,9,R7,22.9.R7,Chamber 5,174.38,,7,,0,,0,,17.4,19,19.2,,,,,,,,,
9/21/2016,35,3,R6,35.3.R6,Chamber 3,298.7,,10,,0,,0,,9.5,9.9,9.5,,,20,,29,,,,
9/21/2016,38,7,R2,38.7.R2,Chamber 5,129.21,181.18,8,8,0,0,0,0,17.9,14.4,12.8,,,,87,,182,,,
9/21/2016,38,7,R3,38.7.R3,Chamber 4,155.08,239.05,10,10,1,2,0,5,13.8,11.6,12.3,,3,,,,,,,
9/21/2016,38,7,R4,38.7.R4,Chamber 3,72.14,129.08,6,8,50,18,25,21,11.9,14,13.7,,,,,,,,,
9/21/2016,38,7,R5,38.7.R5,Chamber 2,246.56,,10,,15,,3,,14.2,13.8,11.4,,,,,,,leaf damage,,
9/21/2016,38,7,R6,38.7.R6,Chamber 1,129.6,,7,,0,,0,,14.9,15.6,16.9,,,70,,142,,,,
9/23/2016,13,3,R4,13.3.R4,Chamber 2,133.84,150.8,7,7,0,20,0,3,16.3,13.5,17.1,,,,,,,,,
9/23/2016,13,3,R5,13.3.R5,Chamber 4,301.64,,10,,0,,0,,15,17,15.6,6,,,38,,42,,,
9/23/2016,14,1,R3,14.1.R3,Chamber 1,252.24,,10,,0,,0,,14.5,12.4,14.4,,,37,,64,,,,
9/23/2016,16,1,R1,16.1.R1,Chamber 5,81.08,174.93,7,8,0,0,0,0,15.6,16.7,17,,,,24,,36,,,
9/23/2016,16,1,R3,16.1.R3,Chamber 1,121.5,353.34,7,10,0,0,0,0,8,8.7,8.6,,,16,10,21,12,,,
9/23/2016,16,1,R4,16.1.R4,Chamber 4,154.71,,10,,0,,0,,15.3,14.2,14.5,,,,,,,,,
9/23/2016,16,1,R7,16.1.R7,Chamber 2,46.65,186.96,7,12,0,0,0,0,17,15.8,15.8,,,,36,,62,,,
9/23/2016,18,5,R1,18.5.R1,Chamber 3,236.44,376.44,10,10,0,7,0,5,14.5,14.3,15.6,,,8,,8,,,,
9/23/2016,18,5,R4,18.5.R4,Chamber 3,482.73,,10,,0,,0,,12.5,14.7,14.5,,,,,,,38.7,,
9/23/2016,18,5,R5,18.5.R5,Chamber 3,0,308.23,0,10,0,0,0,0,14.4,15.8,16.7,,,,54,,105,,,
9/23/2016,18,5,R7,18.5.R7,Chamber 2,155.08,191.03,6,10,0,0,0,0,17.4,16.6,17.4,,,36,16,64,17,,,
9/23/2016,18,5,R8,18.5.R8,Chamber 1,384.41,,10,,0,,0,,12,12.6,13.7,,,22,,33,,,,
9/23/2016,19,9,R3,19.9.R3,Chamber 4,168.27,347.51,8,10,0,0,0,0,19,17.1,19,,9,,63,,124,,,
9/23/2016,20,2,R1,20.2.R1,Chamber 5,63.25,200.88,5,9,0,1,0,1,17.2,17.1,17.5,,,,67,,135,,,
9/23/2016,20,2,R4,20.2.R4,Chamber 5,42.13,216.43,5,10,0,15,0,24,18.6,17.9,15.1,,9,,107,,230,,,
9/23/2016,20,2,R5,20.2.R5,Chamber 4,259,,10,,50,,18,,19.4,19.9,18,,,,,,,,,
9/23/2016,20,2,R6,20.2.R6,Chamber 4,157.45,,8,,0,,0,,17.6,13.5,14.1,,,,,,,,,
9/23/2016,20,5,R3,20.5.R3,Chamber 3,39.9,171.93,5,10,0,5,0,1,15,13.4,13.8,,,,,,,35.4,,
9/23/2016,22,9,R7,22.9.R7,Chamber 5,175.74,,8,,0,,0,,14.7,15.4,15.7,,,40,,74,,,,
9/23/2016,35,3,R6,35.3.R6,Chamber 3,299.85,,10,,0,,0,,12.8,14.1,11.8,,,21,,32,,,,
9/23/2016,38,7,R2,38.7.R2,Chamber 5,143.22,182.62,8,9,0,1,0,2,14.6,13.9,14,,,18,203,18,448,,,
9/23/2016,38,7,R3,38.7.R3,Chamber 4,161.08,240.25,10,10,2,20,0,3,19.7,15.8,15.7,,1,,,,,,,
9/23/2016,38,7,R4,38.7.R4,Chamber 3,73.12,140.16,6,9,60,75,16,12,12.2,16.5,14.7,,,,,,,,,
9/23/2016,38,7,R5,38.7.R5,Chamber 2,250.05,,12,,20,,4,,15.9,15.3,13.9,,,,,,,,,
9/23/2016,38,7,R6,38.7.R6,Chamber 1,129.94,,7,,2,,3,,13.1,12.7,12.3,10,,,,,,,,
9/26/2016,13,3,R4,13.3.R4,Chamber 2,135.04,151.66,7,7,0,30,0,3,14,14,15.2,,,,,,,,,
9/26/2016,13,3,R5,13.3.R5,Chamber 4,302.67,,10,,0,,0,,16.5,18.6,15.8,2,,,,,,,,
9/26/2016,14,1,R3,14.1.R3,Chamber 1,255.1,,10,,0,,0,,14.8,15.6,16.4,,,23,,31,,,,
9/26/2016,16,1,R1,16.1.R1,Chamber 5,81.5,177.51,7,9,0,0,0,0,15.6,16.2,16.1,,31,,,,,,,
9/26/2016,16,1,R3,16.1.R3,Chamber 1,121.67,353.55,7,10,0,0,0,0,16.2,15.7,15.5,,,11,11,15,11,,,
9/26/2016,16,1,R4,16.1.R4,Chamber 4,197.73,,12,,0,,0,,15.7,16.1,17,9,,,,,,,,
9/26/2016,16,1,R7,16.1.R7,Chamber 2,54.96,212.51,8,12,0,6,0,4,16.3,13.7,15,,1,,,,,,,
9/26/2016,18,5,R1,18.5.R1,Chamber 3,243.51,381.77,11,10,0,30,0,16,15.7,13,12.2,,,,,,,"fruit setting on stem 2, 18 flower buds counted",,
9/26/2016,18,5,R4,18.5.R4,Chamber 3,487.78,,10,,0,,14,,13.7,13.6,12.1,,,,,,,no open flowers despite caps in bag?,,
9/26/2016,18,5,R5,18.5.R5,Chamber 3,0,310.13,0,10,0,1,0,1,14,15,14.3,1,,,,,,,,
9/26/2016,18,5,R7,18.5.R7,Chamber 2,158.85,191.05,6,10,0,0,1,1,16.1,17.5,16.3,1,,51,,97,,,,
9/26/2016,18,5,R8,18.5.R8,Chamber 1,387.5,,10,,0,,0,,13.3,16.9,15.4,,,15,,16,,,,
9/26/2016,19,9,R3,19.9.R3,Chamber 4,171.12,347.77,8,10,0,2,0,1,16.8,17.2,16,,30,,,,,,,
9/26/2016,20,2,R1,20.2.R1,Chamber 5,63.33,204.99,6,10,0,75,0,9,10.7,17.3,14.9,,,,,,,,,
9/26/2016,20,2,R4,20.2.R4,Chamber 5,42.19,216.98,5,10,0,45,0,22,17.1,18.5,17.3,,26,,,,,fruit setting on stem 2,,
9/26/2016,20,2,R5,20.2.R5,Chamber 4,259.78,,10,,85,,54,,17.6,14.6,17.8,9,,,,,,,,
9/26/2016,20,2,R6,20.2.R6,Chamber 4,158.27,,9,,0,,0,,19.9,14.6,16,,,,,,,,,
9/26/2016,20,5,R3,20.5.R3,Chamber 3,39.98,191.59,6,12,0,5,0,6,15.1,12.7,14.4,,,,,,,,,
9/26/2016,22,9,R7,22.9.R7,Chamber 5,221.14,,9,,0,,0,,17.6,18.3,19.7,10,,,,,,,,
9/26/2016,35,3,R6,35.3.R6,Chamber 3,303.32,,10,,50,,3,,14,14.8,13.4,2,,,,,,,,
9/26/2016,38,7,R2,38.7.R2,Chamber 5,145.55,190.87,9,9,0,0,0,0,17.4,15.1,16.4,2,9,,144,,292,,,
9/26/2016,38,7,R3,38.7.R3,Chamber 4,162.9,245.47,10,10,40,50,6,15,16,13.3,13.7,3,10,,,,,fruit setting on both stems,,
9/26/2016,38,7,R4,38.7.R4,Chamber 3,75.12,140.48,6,9,90,85,2,17,14.1,16.1,17.8,1,9,,,,,fruit setting on stem 2,,
9/26/2016,38,7,R5,38.7.R5,Chamber 2,257.35,,13,,95,,20,,17.8,16,15.8,,,,,,,,,
9/26/2016,38,7,R6,38.7.R6,Chamber 1,131.21,,7,,40,,23,,15.2,17,15.3,,,,,,,,,
9/28/2016,13,3,R4,13.3.R4,Chamber 2,139.45,157.02,8,9,0,45,0,2,12.5,12.7,12.4,,,,,,,,,
9/28/2016,13,3,R5,13.3.R5,Chamber 4,305.26,,10,,0,,0,,18.5,18.9,20.3,6,,,,,,,,
9/28/2016,14,1,R3,14.1.R3,Chamber 1,257.41,,11,,6,,0,,15.1,16,12.9,,,,,,,,,
9/28/2016,16,1,R1,16.1.R1,Chamber 5,85.27,183.39,7,9,0,0,0,0,16.3,16,17,,5,,,,,"large, droopy, but rough leaves with brown spots, all buds gone, inflor bare",,
9/28/2016,16,1,R3,16.1.R3,Chamber 1,122.99,355.96,7,10,0,0,0,0,14.8,15.9,15.3,,,,,,,,,
9/28/2016,16,1,R4,16.1.R4,Chamber 4,207.3,,13,,0,,0,,12.7,16,16.4,,,,,,,"inflorescence fell off, no flowers on it",,
9/28/2016,16,1,R7,16.1.R7,Chamber 2,55.84,221.69,8,12,0,6,0,1,17.1,15.2,16.2,,1,,,,,,,
9/28/2016,18,5,R1,18.5.R1,Chamber 3,257.2,382.23,10,10,0,40,0,6,17.9,18.7,16.9,,1,,,,,color leaching from leaves,,
9/28/2016,18,5,R4,18.5.R4,Chamber 3,497.02,,10,,0,,1,,11.5,14.9,15.7,,,,,,,color leaching from leaves,,
9/28/2016,18,5,R5,18.5.R5,Chamber 3,0,310.16,0,10,0,5,0,0,16.8,13.6,15.5,,1,,,,,color leaching from leaves,,
9/28/2016,18,5,R7,18.5.R7,Chamber 2,159.13,198.16,7,11,2,0,0,0,12.6,15.2,15.2,,,,,,,"leaves on stem 2 continue to turn brown, stem 1 leaves getting a few brown patches",,
9/28/2016,18,5,R8,18.5.R8,Chamber 1,389.7,,10,,4,,1,,11.3,12.6,13.6,,,,,,,leaves at apex starting to turn brown,,
9/28/2016,19,9,R3,19.9.R3,Chamber 4,184.05,348.53,9,10,0,0,0,0,16.7,15.4,16.6,,13,,,,,,,
9/28/2016,20,2,R1,20.2.R1,Chamber 5,63.34,212.87,6,10,0,20,0,4,15.2,15.3,15,,3,,,,,"large, droopy, but rough leaves with brown spots",,
9/28/2016,20,2,R4,20.2.R4,Chamber 5,42.5,217.52,5,10,0,50,0,30,18.8,18.2,19.2,,40,,,,,"large, droopy, but rough leaves with brown spots",,
9/28/2016,20,2,R5,20.2.R5,Chamber 4,264.56,,10,,95,,21,,15.7,14.8,15.1,23,,,,,,,,
9/28/2016,20,2,R6,20.2.R6,Chamber 4,166.52,,9,,50,,2,,14.2,12,11.6,,,,,,,,,
9/28/2016,20,5,R3,20.5.R3,Chamber 3,47.89,225.41,7,13,0,20,0,2,15.9,15.4,15.9,,8,,,,,,,
9/28/2016,22,9,R7,22.9.R7,Chamber 5,253.97,,10,,2,,1,,18.7,17.8,20.3,3,,,,,,"large, droopy, but rough leaves",,
9/28/2016,24,9,R7,24.9.R7,Chamber 4,276.05,,11,,0,,0,,11.4,13.1,12.7,,,,,,,,,
9/28/2016,35,3,R6,35.3.R6,Chamber 3,310.18,,10,,80,,5,,14.1,16.5,14.4,,,,,,,color leaching from leaves,,
9/28/2016,38,7,R2,38.7.R2,Chamber 5,150.06,197.28,10,9,0,0,0,0,14.6,13.1,14.7,,3,,,,,"large, droopy, but rough leaves with brown spots",,
9/28/2016,38,7,R3,38.7.R3,Chamber 4,163.47,245.82,10,10,50,70,0,3,18.3,16.9,17.4,3,15,,,,,,,
9/28/2016,38,7,R4,38.7.R4,Chamber 3,76.29,153.1,7,9,95,85,5,10,18.1,17.8,17.8,1,2,,,,,color leaching from leaves,,
9/28/2016,38,7,R5,38.7.R5,Chamber 2,271.43,,13,,40,,1,,11.7,11.8,14.1,,,,,,,,,
9/28/2016,38,7,R6,38.7.R6,Chamber 1,135.65,,8,,80,,23,,13.8,12.8,11.8,,,,,,,,,
9/30/2016,13,3,R4,13.3.R4,Chamber 2,139.96,161.6,9,10,0,50,0,0,17,16.6,15.4,,1,,,,,,,
9/30/2016,13,3,R5,13.3.R5,Chamber 4,309.38,,10,,0,,0,,20.2,21.9,20.6,2,,,,,,,,
9/30/2016,14,1,R3,14.1.R3,Chamber 1,261.83,,11,,20,,6,,15.6,15.6,15,6,,,,,,,,
9/30/2016,16,1,R1,16.1.R1,Chamber 5,88.2,189.78,8,10,0,0,0,0,19.7,18.6,18.8,,,,,,,,,
9/30/2016,16,1,R3,16.1.R3,Chamber 1,124.26,359.17,7,10,0,0,0,0,17.7,14.8,16.3,,,,,,,,,
9/30/2016,16,1,R4,16.1.R4,Chamber 4,242.99,,14,,0,,0,,18.4,21.1,22.5,,,,,,,,,
9/30/2016,16,1,R7,16.1.R7,Chamber 2,58.19,228.22,8,15,0,20,0,5,19.7,16.9,18.6,,,,,,,,,
9/30/2016,18,5,R1,18.5.R1,Chamber 3,272.09,387.12,10,10,60,55,0,5,15.9,17.4,20.2,,2,,,,,,,
9/30/2016,18,5,R4,18.5.R4,Chamber 3,502.68,,10,,15,,0,,18,16.3,17.6,,,,,,,,,
9/30/2016,18,5,R5,18.5.R5,Chamber 3,0,316.68,0,10,0,10,0,1,18.1,18.2,17.5,,3,,,,,,,
9/30/2016,18,5,R7,18.5.R7,Chamber 2,160.43,206.03,8,11,5,6,1,0,17.2,18.1,17.3,,,,,,,,,
9/30/2016,18,5,R8,18.5.R8,Chamber 1,391.48,,10,,25,,2,,17.4,17.2,17.8,,,,,,,,,
9/30/2016,19,9,R3,19.9.R3,Chamber 4,184.55,348.62,9,10,0,0,0,0,20.8,18.6,19.8,,2,,,,,,,
